id,id_prompt,essay_title,essay_text,grades,essay_year,adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words
16.html,a-fe-e-decisiva-para-uma-vida-melhor,O que realmente é importante para a melhoria de vida,"Atualmente, é comum ver a diversidade de pessoas que utilizam e creem em um ser ""maior"" como melhorias e aspectos atual de moradia, educação e até mesmo saúde.
No Brasil, conforme pesquisas da ONG, cerca de 28% da população de diversas cidades e estados, dizem que ""a fé é um meio de se vencer e melhorar as condições de vida"".
Colocando abaixo desse tópico, a educação e estudos. Adiante afirmam que a fé é um muito importante.
Sendo assim, se o governo investir em meios educativos, promovendo a educação e a colocando como única e realmente funcional para melhoria de vida, crendo que, a população estaria com altos conhecimentos para que possam ver com outros olhos as perspectivas de melhoria.",[120  80  40  80  80 400],2019,0.06612,0.05785,0.55372,45.98274,0.44628,1.25,2.79104,24.2,0.27273,4,5,121,0.04132,0.15702,0.07438,0.06612,0.00826,0.0,0.0,419179.61194,4.96852,5.03333,4442.2,3.0104,3.0104,2.4846,2.4846,5.81354,5.87889,0.46667,10.35047,812.28629,0.0,0.67818,0.15702,0.0,0.09091,0.0,0.08264,0.0,0.06612,0.0,0.01653,4.25,3.2,4.77419,9.27778,2.73525,7.7,61.4,0.5565,1.24074,0.0,0.0,0.0,0.6,0.75,2.0,0.25,0.81332,0.07726,0.84481,0.0,0.88627,0.03424,0.88483,0.05626,0.89026,0.0514,0.13433,0.71642,0.80597
16.html,epidemia-alimentar-sobrepeso-e-obesidade,A Epidermia da Obesidade,"A Obesidade é um problema atual no mundo, sabe-se que essa doença é a segunda maior causa de morte e tem acabado com o alto estima de muitas pessoas que sofrem com essa epidermia.
Hoje em dia existe várias opções de alimentos com altas calorias e gorduras e propagandas que atraem o consumidor para ingerir em excesso alimentos industrializados e pobres em proteínas trazendo a obesidade e outras causas, por exemplo, baixa pressão arterial diabete e depressão, uma má alimentação pode leva a óbito e causa transtornos para a vida toda. 
Estima-se que 40% da população adulta e 20% das crianças e adolescentes já sofrem com o sobrepeso ou obesidade. ""A maior riqueza é a saúde"" confirmar o filósofo Waldo, baseado nisso, acredita-se que o governo tem que toma atitudes na saúde pública para combate a obesidade e evitar mais mortes. Os Estados unidos e o Brasil é um dos primeiros nas pesquisas feitas pelas universidades a ter o maior consumo de calorias.
Reduzindo os produtos industrializados e calóricos na merenda escolar e nos supermercados é a medida que o governo deve toma, trazer também projetos educativos para ensinar a população a ter uma boa alimentação e colocar no prato das crianças alimentos ricos em proteínas e vitaminas e disponibilizar consultas com nutricionistas e com psicológos para direcionar as pessoas já enfrentam a obesidade a ter o controle sobre o corpo, exercendo essas atividades pode trazer benefícios econômicos e o bem estar da nação.",[120 160 120 120 120 640],2018,0.0813,0.03252,0.5935,16.69805,0.4065,1.5,2.97945,41.0,0.31301,4,6,246,0.05691,0.16667,0.07724,0.07317,0.0,0.00407,0.0,408544.26027,4.63425,4.78227,729.83333,1.01267,1.01267,1.81867,1.81867,5.53857,5.64311,0.47222,11.2059,924.91437,0.0,0.74503,0.13821,0.0,0.0813,0.0,0.04472,0.0,0.02439,0.0,0.0122,3.2,2.5,2.95652,12.15152,3.44822,8.25,131.5,0.51052,1.46,0.0,0.0,0.6,1.33333,2.0,3.13333,1.4,0.83518,0.03603,0.84465,0.04404,0.90586,0.01534,0.88739,0.04233,0.89421,0.04551,0.21918,0.4863,0.68493
15.html,ciencia-tecnologia-e-superacao-dos-limites-humanos,A solução está no futuro,"Não seria uma utopia imaginarmos que em anos futuros estaremos vivendo em um mundo com pós-humanos. O transumaníssimo é pratica que visa o aprimoramento da capacidade humana seja na saúde ou nas suas habilidades cognitivas, e esse tema pode ser abordado por diversas óticas. E dentre tantos fatos relevantes destacam-se: a cura de doenças e seletivíssimo dos benefícios.
Cabe salientar, que olhando para o passado seria impossível imaginarmos certos feitos realizados pela medicina atrelada a tecnologia, como o transplante cardíaco ou uso de próteses de ultima qualidade. Com dizia Steve Jobs ""a tecnologia move o mundo"" e no mundo está inserido a medicina. É fantasioso o pensamento de que podemos erradicar as doenças do dia para a noite, mas é possível por meio do transumaníssimo conquistar a cura de várias doenças que ceifam a vida de muitos diariamente.
Por outro lado, tentar proibir a evolução da tecnologia por motivo de seletivíssimo dos benefícios é equivocado, porém é de se atentar que no princípio os mais privilegiados serão os detentores de maiores recursos. O progresso tecnológico não resolve a redistribuição de renda, mas é evidente que com o tempo a cobertura do processo do transumaníssimo tende atender a todos.
Diante dos argumentos supracitados, percebe-se que o transumaníssimo pode ser o futuro e seus benefícios tem que ser desfrutados. E cabe a esfera governamental desde já criar leis em proteção e justa distribuição da mesma para que todos sejam beneficiados tudo isso em prol de uma condição de vida cada vez melhor.",[120 120 120 120 120 600],2019,0.064,0.024,0.544,29.5568,0.456,2.5,3.16176,25.0,0.264,4,10,250,0.08,0.192,0.044,0.028,0.0,0.008,0.008,431018.75735,4.53033,4.59518,707.2,0.9169,0.9169,0.9524,0.9524,5.57304,5.63205,0.64286,11.07831,1086.12577,0.0,0.72026,0.084,0.012,0.036,0.0,0.036,0.004,0.024,0.0,0.004,1.4,1.16667,3.73214,8.74359,2.94834,7.1,58.7,0.53363,1.19298,0.0,0.0,0.33333,0.51111,1.77778,2.22222,1.0,0.86861,0.04798,0.86467,0.05881,0.95581,0.01143,0.90728,0.05124,0.91706,0.05068,0.125,0.63235,0.83824
10.html,preservacao-da-amazonia-desafio-brasileiro-ou-internacional,Amazônia e o mundo,"Desde o periodo pré-colonial com a chegada dos portugueses (1500) o desmatamento tem se tornado constante, danificando o ecossistema. Muita das árvores que crescem no Brasil, cada uma com sua peculiaridade, foi ou é utilizada para o consumo econômico dos que o fazem, extraindo borracha, tinta ou algo que possa render capital para si.
Queimas ou desmatamento na Amazônia é algo que sempre ocorreu, considerando um evento natural que pode ser agravado pelo homem. Só que, em 2019 houve um aumento que supera todos os outros anos que o mesmo o tinha ocorrido, procupando não só o Brasil, mas também os outros países.
O problema da Amazônia é algo que o proprietário desse imenso terrêno deve se preocupar. Mas, se o dono não consegue resolver, por ser algo que ira prejudicar não só uma área mas sim o mundo todo, ai passa há ser um desafio internacional, já que todo o globo pode passar por mudanças indesejáveis.
Baseado nos fatos abordados acima, podemos observar que o Brasil sofre mudanças negativas em suas florestas há mais de cinco séculos e que se algo não for feito, provavelmente esses anos ira estender. Se o governo aumentase a segurança via aérea e terrestre, pode ser que fosse controlada e até mesmo diminuida gradativamente as ações do homem. Com isso evitando a morte da Amazônia, o aquecimento global e as mudanças climaticas.",[120  40  40 120  40 360],2019,0.0614,0.06579,0.55702,43.16114,0.44298,2.25,2.82677,25.33333,0.21053,4,9,228,0.14474,0.2193,0.0614,0.01754,0.01316,0.01316,0.01754,465988.33071,4.60602,4.76622,1121.22222,1.20433,1.14022,1.627,1.627,5.48451,5.62573,0.63043,10.89693,1005.58986,0.0,0.71217,0.08772,0.01316,0.02193,0.0,0.04825,0.0,0.0307,0.0,0.00439,2.81818,1.22222,2.88636,8.35,3.137,8.27778,70.33333,0.54234,1.25743,0.0,0.0,1.75,1.33333,1.375,1.38889,0.75,0.88966,0.05373,0.87143,0.06086,0.94557,0.0042,0.91483,0.04198,0.92236,0.03582,0.34646,0.35433,0.79528
19.html,cantar-ou-nao-cantar-o-hino-nacional-eis-a-questao,Hino Nacional,"O patriotismo é bom, e fundamental para o funcionamento de um país. Ele é responsável por criar um sentimento de valorização nacional, e contribuí para que a cultura de um país não se apague ao entrar em contato com elementos culturais estrangeiros, o que acontece cada dia mais em virtude do mundo globalizado dos dias atuais. Nesse sentido, cantar o hino em escolas é uma atitude positiva, tendo em vista que contribui na criação de um sentimento patriota na população desde a infância. Toda via, é preciso ter cuidado, para que o patriotismo não se torne uma forma distorcida de nacionalismo xenofóbico, ou uma mera forma do governo reforçar sua imagem diante do povo com fins eleitoreiros.
A criação de um Estado forte e soberano, passa por uma população patriota, que o valorize. Não atoa, muitos dos países mais estáveis economicamente do mundo são também aqueles que possuem altos índices de patriotismo dentre seus residentes. O maior desses exemplos é, talvez, os Estados Unidos, famoso pelas bandeiras asteadas em toda a escola, e por um hino conhecido por toda nação norte americana. Por outro lado, países como a antiga União Soviética, ou a antiga Tchecoslováquia, acabaram se desmantelando justamente por não conseguirem formar uma identidade nacional que ultrapassasse os patriotismos regionais. Uma pessoa que vivesse na Polônia ou na Ucrânia durante os anos 70, dificilmente se descreveria como soviética, mas sim como polonesa ou ucraniana.
Ademais, outra característica importante do sentimento patriota é a valorização nacional. A autovalorização de um povo por sua cultura, é fundamental para a sobrevivência da mesma no mundo globalizado, no qual elementos culturais estrangeiros circulam livremente no Brasil. Como já descrito pelo escritor Nelson Rodrigues, o brasileiro apresenta um ""complexo de vira lata"" quando se compara a países do chamado ""primeiro mundo"". Nesse sentido, a execução do hino nacional em escolas, só tem a contribuir com a construção de um sentimento nacional dentre os brasileiros e a sobrevivência de tradições culturais no Brasil. No entanto, é preciso atentar para que o patriotismo não se transforme em um gatilho para práticas xenofóbicas ou um espaço de propaganda partidária.
O nacionalismo, ao contrário do patriotismo, não se restringe apenas a valorizar elementos nacionais, mas acaba por também desvalorizar elementos e populações estrangeiras. Esse tipo de nacionalismo é extremamente prejudicial ao país, uma vez que cria aversão aos estrangeiros, que muito podem contribuir para o desenvolvimento da nação. Como forma de combater esse sentimento, as escolas devem conscientizar seus alunos sobre o perigo da xenofobia, através de aulas temáticas e interdisciplinares, como forma de coibir o surgimento desse sentimento junto ao patriotismo. Além disso, a mídia deve fiscalizar a execução do hino nas escolas, visando denunciar casos em que o espaço cívico se torne um local de ""nacionalismo partidário"" por parte do governo, visando denunciar essa prática. Dessa forma, terá-se tanto a eliminação do complexo de vira-lata, quanto a prevenção de qualquer número de partido estampado na bandeira nacional.",[160 160 120 160 160 760],2019,0.09146,0.04675,0.55894,22.22867,0.44106,4.75,3.22545,25.89474,0.28862,4,19,492,0.08943,0.13211,0.03862,0.01423,0.0,0.01016,0.0122,549859.89091,4.5355,4.76013,1432.63158,1.77153,1.77153,2.34653,2.16395,5.50225,5.65762,0.85965,12.03165,1001.56937,0.00033,0.76257,0.09553,0.00407,0.03659,0.00203,0.06098,0.00407,0.04675,0.0,0.0061,2.76744,1.83333,3.16058,7.19298,2.89702,7.68421,59.57895,0.49078,1.26728,0.16667,0.16667,0.66667,0.84795,0.88889,1.22222,0.66667,0.88541,0.04359,0.87218,0.03602,0.96082,0.00822,0.92303,0.02785,0.93851,0.02879,0.27636,0.56727,0.78909
11.html,a-onda-conservadora-e-o-brasil-nos-proximos-anos,A nova hegemonia política do Brasil,"A maioria dos países da América do Sul passaram para o lado conservador. Paralelamente a isso, o Brasil presenciou na última eleição presidencial uma dicotomia política: direita e esquerda. O primeiro é conservador; o segundo, socialista. Em uma disputa à presidência acirrada entre esses dois polos opostos, o país decidiu democraticamente pelo conservadorismo. Mas afinal, o que mudará daqui pra frente no país com a nova “onda conservadora”?
Há muito assunto em discussão, mas o principal é de que o país entraria em uma ditadura militar. Antes de tudo, o presidente deve honrar a Constituição Brasileira de 1988 – CF/88, ou seja, não pode desrespeitar a lei maior por ser presidente. Além disso, tal questão feriria as cláusulas pétreas: princípios fundamentais que regem o país, guiando-o juntamente com a democracia. 
Com o Jair Bolsonaro no comando do país, o exposto acima poderia não ser seguido, já que é ultraconservador, e também porque a metade das cadeiras do Congresso Nacional estão ocupadas por direitistas. Dessa forma, se dependesse desses líderes para trazer o período militar, tal iniciativa até que se confirmaria, mas a questão é que não depende, há outros coadjuvantes que analisariam essa atitude contraia à democracia, como o Supremo Tribunal Federal – STF –, guardião da CF/88. E também porque a população brasileira não aceitaria apagar sua história democrática em ascensão para regredir ao passado ditatorial.
Além disso, fala-se também na legalização do porte de arma para o brasileiro e, devido a isso, poderia ser o holocausto dos homossexuais. Não é bem assim. Nas redes sociais circulam muitas notícias falsas a respeito dessa ideia. Não é porque o país mudou de esquerda-liberal para direita-extremista que isso vai acontecer. Pode ser que ocorra em alguns casos isolados visto que o país ainda é muito homofóbico.
Conclui-se, portanto, que há muito em jogo em ralação a um novo período com um presidente conversador. Este, caso seja contrário à democracia, temos o impeachment para tirá-lo. Seja de direta ou de esquerda, isso não importa mais, o importante é que o Brasil precisa de mudanças políticas e socias positivas e efetivas antes de qualquer opinião precipitada sobre essa nova hegemonia. ",[160 160 120 120 120 680],2018,0.07865,0.07865,0.58708,35.66486,0.41292,3.8,2.98086,18.73684,0.27528,5,19,356,0.07865,0.15449,0.04494,0.01685,0.00281,0.00281,0.01966,742791.26794,4.47272,4.73758,22330.63158,2.18658,2.18658,2.36,2.36,5.40646,5.58426,0.53846,11.2879,1114.30673,0.0,0.77642,0.11517,0.01685,0.04213,0.0,0.05618,0.00281,0.05337,0.00281,0.01124,2.48148,2.36842,1.98765,8.41667,2.64184,7.13158,44.84211,0.58263,1.42177,0.27778,0.83333,0.22222,0.26901,1.0,1.05848,0.61111,0.84737,0.05011,0.82616,0.05341,0.9474,0.02512,0.89732,0.04457,0.91549,0.04225,0.32057,0.45455,0.70335
8.html,direitos-em-conflito-liberdade-de-expressao-e-intimidade,Liberdade de expressão e intimidade/limites pessoais.,"É notório que a liberdade de expressão deve ser livre mais moderada não afetando a intimidade de nenhum cidadão. Uma vez que a liberdade de expressão não é divulgar a vida pessoal de um individuo e as leis previnem contra tal abuso.
Sabe-se que a liberdade de expressão é um meio de se defender á si e a população contra algo que esta prejudicando a sociedade, assim não envolvendo a intimidade, pois um ato não envolve o outro. Se expressar é um meio de mostrar sua opinião, mas sem afetar a vida pessoal de outra pessoa, que não deve por hipótese alguma ter que sofrer tal abuso na rede. 
Alem disso as leis ajudam á punir esses abusadores que são chamados de “hackers” que invadem informações como redes-sociais, bate-papos e contatos, expondo informações de total particularidade. Conforme a Constituição Federal de 1988, o individuo que teve sua intimidade exposta pode receber indenizações, e informações apagadas, não podendo ser divulgadas e o hacker sendo detido por abuso de informações pessoais. 
Por tudo isso é importante esclarecer que a intimidade e a liberdade de expressão devem ser moderadas, pois pequenos detalhes podem prejudicar de imediato a vida social de uma pessoa. Sabendo disso a mídia não deve expor tantas intimidades, a sociedade deve acusar menos e a família ajudar a essa pessoa passar por tal crise em sua vida. Pois como se diz o filosofo Paulo Freire “Não é saber mais ou saber menos. Há saberes diferentes”. ",[ 80 120 120 120  80 520],2017,0.04878,0.06098,0.58943,46.06844,0.41057,2.5,2.71724,24.6,0.24797,4,10,246,0.11382,0.23171,0.07317,0.02846,0.00407,0.00407,0.03252,842039.1931,4.84671,4.90529,1415.4,1.9423,1.9423,2.2343,2.2343,5.62684,5.68893,0.79592,11.63063,889.95918,0.0,0.71354,0.07317,0.00407,0.04065,0.0,0.04065,0.0,0.02439,0.0,0.00407,4.36364,1.5,4.6,7.1087,2.68709,7.9,63.5,0.60856,1.43564,0.0,0.0,2.22222,1.31111,3.88889,3.06667,2.55556,0.87967,0.13305,0.82546,0.20174,0.93467,0.02538,0.89296,0.1353,0.91059,0.10774,0.43448,0.36552,0.69655
16.html,a-ciencia-na-era-da-pos-verdade,Crise na credibilidade,"É de fundamental importância destacar, de como a ciência transformou-se no mundo atualmente. Por esse motivo, a era da pós-verdade influenciou grupo de pessoas, governos, instituições sociais e meios de comunicação. Isso aconteceu, porque muitos ocorridos são questionados, sem saber a verdadeira certeza. De uma forma ou de outra, os indivíduos desconfiam e acabam comentando sobre temas diversos.
Pode-se mencionar também como exemplos, a terra, vacinas, vírus de HIV e espécies. Nesses fatos citados, as vacinas ressaltam de maneira mais ampla, por ser um fato preocupante, já que trata de saúde. 
Em uma segunda análise, a tecnologia também está presente, pois o uso da internet é excessivo e fatores como boatos e mensagens falsas podem ser criados e divulgados por meio da mesma, comprometendo a afirmação. Muitos métodos científicos são utilizados para experimentos, atividades e testes abrangentes do determinado conteúdo. Além disso, alguns casos são comprovados e esclarecidos. 
Conclui-se por meio desses aspectos, que a ciência da pós-verdade jamais será ignorada. Teorias e técnicas científicas precisam ser exploradas e realizadas para o melhor desenvolvimento e credibilidade do nosso planeta. ",[120 120 120 120  40 520],2019,0.0838,0.02793,0.59777,28.14388,0.40223,2.75,3.15888,16.27273,0.29609,4,11,179,0.06704,0.18994,0.07263,0.06145,0.0,0.00559,0.00559,326688.65421,4.75919,4.87142,1313.72727,2.66909,2.66909,2.89391,2.89391,5.58525,5.66737,0.81818,10.1817,1475.61874,0.0,0.80925,0.13408,0.0,0.09497,0.0,0.04469,0.0,0.03911,0.0,0.01117,3.35714,2.66667,3.79167,8.13043,2.71048,7.36364,35.72727,0.53665,1.48611,0.0,0.0,0.1,0.07273,0.5,0.41818,0.3,0.83093,0.04956,0.81794,0.04618,0.92723,0.00816,0.87632,0.0668,0.88994,0.06631,0.21495,0.65421,0.6729
7.html,qualificacao-e-o-futuro-do-emprego,Evolução ou regressão humana?,"Com o advento das novas tecnologias, muitas expectativas acerca de como o seu uso poderá afetar a nossa sociedade foram criadas, sejam elas de aspecto positivo, seja elas preocupantes. Nos ofícios, por exemplo, a automação do trabalho antes realizado incontestavelmente por humanos começa a ser mais discutido e gera um ambiente duvidoso e preocupante acerca de sua mão de obra.
Por incomensuráveis vezes pode-se abordar impactos da substituição da mão de obra em nossa sociedade e em seus ramos de serviços. De acordo com uma pesquisa mostrada na página virtual da UOL, o setor com mais chance do fortalecimento do processo de automação é o de preparação de comida, com 64% de probabilidade. O fato é que a qualificação da mão de obra será cada vez mais exigida e o uso das tecnologias será inevitável.
A maneira como lidaremos com essa questão será crucial para o desenvolvimento humano, mesmo que esse processo não seja homogêneo em todo o planeta. De acordo com uma pesquisa feita pela empresa de consultoria empresarial americana, McKinsey, países com o domínio tecnológico advindo junto com o impactante processo de globalização, marcado pela Revolução Técnico-Científico-Informacional, serão mais afetados pelo processo de automação do que os países com menos acesso a esse recurso, visto que mais setores serão afetados pelo avanço tecnológico. Vale ressaltar que boa parte desses países apresenta a taxa de crescimento vegetativo negativa, ou seja, possui mais indivíduos morrendo do que nascendo, sendo um dos fatos que faz com que a questão da empregabilidade não seja tão afetada quanto em países emergentes, por exemplo.
Principalmente nos países que não estão preparados completamente para essa situação, o futuro será duvidoso e a adaptação ao surgimento das novas tecnologias é essencial para o estabelecimento de soluções para a subtração da ocorrência do desemprego. A preparação para a população para o surgimento de novos empregos é uma dessas medidas para contribuir com o progresso social.
Plataformas sócio-virtuais que estabeleçam a comunicação com a população acerca do desenvolvimento de empregos e ofereçam novos postos de trabalhos devem ser mais efetivadas ao decorrer do tempo. A adaptação é uma construção social.",[120 120 120 120  80 560],2020,0.07932,0.05949,0.55807,20.2989,0.44193,2.4,3.17259,29.41667,0.27479,5,12,353,0.07365,0.14448,0.0255,0.017,0.0,0.0,0.0085,426650.11168,4.80813,4.91844,4426.5,2.23742,2.23742,2.46083,2.46083,5.67278,5.78504,0.36735,11.87816,866.2434,0.00201,0.70508,0.09065,0.00283,0.03116,0.0,0.05949,0.0,0.03683,0.0,0.00283,3.4,2.35714,3.78261,8.71795,3.15828,7.29167,64.33333,0.47002,1.26282,0.0,0.0,1.45455,0.66667,3.72727,2.87879,1.81818,0.88045,0.06588,0.86775,0.06903,0.95419,0.00883,0.91612,0.05011,0.92769,0.04025,0.22843,0.31472,0.79188
1.html,a-ciencia-na-era-da-pos-verdade,A nova ciência: a eficiência da vacinação,"Desde o grande avanço da tecnologia, tem surgido algumas dúvidas e questionamentos em relação à ciência, que sempre tem sido contestada por muitas pessoas.
Um dos assuntos mais questionados tem sido a eficiência das vacinas que varia de um ano para o outro.
De acordo com a organização Mundial da Saúde, o impacto das vacinas de baixa eficácia em nível populacional não foram determinadas, por outro lado, a falta de informação e a divulgação de informações não científicas tem contribuído para a reemergência de diversos países do mundo e põe em risco planos globais.
Deste modo a população deve estar bem informada quanto aos riscos e benefícios da vacinação e os profissionais da saúde devem assumir o papel de divulgar informações verídicas, com compromisso ético e profissional junto à sociedade.",[120 160 120 120  80 600],2019,0.06154,0.03846,0.55385,21.2675,0.44615,1.0,3.11111,32.5,0.3,4,4,130,0.06923,0.15385,0.06154,0.04615,0.0,0.0,0.01538,461765.72222,4.89886,5.07206,1059.25,2.761,2.761,2.89425,2.89425,5.75414,5.88772,0.95,10.14157,951.27451,0.0,0.71548,0.09231,0.0,0.05385,0.0,0.03846,0.00769,0.02308,0.0,0.0,3.875,3.0,3.10811,14.75,3.06692,7.125,73.5,0.42931,1.24138,0.0,0.0,1.66667,0.83333,3.0,1.83333,2.33333,0.91994,0.01733,0.89843,0,0.91994,0.01733,0.92051,0.01122,0.92432,0.01327,0.29167,0.51389,0.80556
10.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,Um caso precário,"No mundo atual, milhares de indivíduos estão saindo do seu país natal e deslocando-se para o Brasil. Tomam essa decisão, de deixar famílias, amigos e parentes, no intuito de trabalhar e conquistar uma vida melhor para a sua sobrevivência.
Esses seres humanos estão por toda parte no nosso país. Em ruas, praias e empresas, vendendo de tudo para se manter. Infelizmente, essas ocorrências são desagradáveis, pois precisam fugir de guerras, pobreza e crises para continuar a sua motivação de vida. Para algumas pessoas, isso pode ser algo aprazível, mas para outras não.
A migração está evoluindo cada vez mais, todos os dias em função dos aspectos humanistas. Cada pessoa é única e a sua vida deve ser construída da maneira, que resultam o sucesso e a tranquilidade Nada é fácil atualmente, mas não podemos desanimar. A luta de hoje, será o sucesso de amanhã.",[120  40  40 120  40 360],2019,0.0625,0.04861,0.55556,57.52,0.44444,3.0,2.65,16.0,0.26389,3,9,144,0.13194,0.18056,0.0625,0.04861,0.0,0.0,0.01389,463528.725,5.03053,5.04305,12180.22222,3.47911,3.47911,3.58789,3.58789,5.82285,5.8249,0.6,10.07001,1320.41,0.0,0.78156,0.125,0.01389,0.04861,0.0,0.05556,0.0,0.04861,0.0,0.00694,3.44444,1.85714,3.61111,10.2,2.56221,6.83333,35.44444,0.57077,1.25,0.0,0.0,0.25,0.25,0.5,0.63889,0.125,0.82416,0.0531,0.82056,0.06198,0.94989,0.002,0.87845,0.05798,0.88719,0.05694,0.3,0.5125,0.8
16.html,supremo-tribunal-federal-e-opiniao-publica,Fenômeno de justiça,"Promulgada em 1988, depois de duas décadas de ditadura militar, a Constituição Cidadã tem por objetivo garantir os direitos sociais da população brasileira. No entanto, o equilíbrio entre os três poderes, condição necessária para garantir esses direitos, encontra-se afetado, haja vista as recentes pesquisas sobre a reprovação do Poder Judiciário pela opinião pública. Nesse ínterim, hão de ser analisadas as causas desse cenário incitando uma ação conjunta entre sociedade e Poder Público, para inibir os efeitos desse quadro.
Em primeiro plano, é importante destacar a visibilidade que o Poder Judiciário recebeu nos últimos anos, no Brasil. Esse destaque encontra respaldo nos recentes casos de corrupção divulgados na mídia, levando à prisão políticos renomados no país, pela Operação Lava Jato. Assim, percebe-se que, por se tratar da última instância dos processos de condenação, o STF (Superior Tribunal Federal) é enquadrado no âmbito da ""justiça social"", tendo em vista a responsabilidade desse órgão em retirar de gestões públicas aqueles que subtraem dinheiro ilicitamente para si.
Nesse contexto, destaca-se que a atuação dessa instituição como fenômeno de justiça não agrada parcela da população. Esse panorama se evidencia, por exemplo, quando se observa as regalias políticas e os diversos recursos usados por empreiteiros para contornar a justiça, a saber, o que foi utilizado no caso mensalão, baseado na nova jurisprudência do STF, levando à soltura figuras como Eduardo Azeredo e José Dirceu, todos condenados por crimes de corrupção. Dessa forma, é inconcebível que a libertação, mesmo após segunda instância, seja concedida de maneira arbitrária e sem o consenso da opinião pública.
Impende, pois, que indivíduos e instituições públicas cooperem para transpor barreiras que impeçam a solidificação das ações do judiciário. Destarte, cabe aos cidadãos repudiar medidas que vão de encontro aos preceitos constitucionais, por meio de manifestações ativas nas ruas e do ativismo nas redes sociais capazes de desconstruir a incredulidade do sistema jurídico. Ao Conselho Nacional de Justiça, por sua vez, compete promover ações pertinentes que vise o aprimoramento da justiça através do enrijecimento das leis e prolongamento das penas para crimes políticos e contra a fé pública. Somente assim, o Brasil alçará a um verdadeiro Estado Democrático de Direito instituído pela Constituição de 1988.",[200 160 200 200 160 920],2020,0.0854,0.02204,0.60055,17.73275,0.39945,3.25,3.13303,27.92308,0.35537,4,13,363,0.07163,0.13774,0.02479,0.02204,0.0,0.0,0.00275,513505.64679,4.32698,4.68621,1184.0,2.05646,1.82323,2.33408,2.33408,5.27968,5.5339,0.70455,10.98113,1174.54539,0.0,0.81485,0.0854,0.0,0.03857,0.00275,0.04683,0.00275,0.04683,0.0,0.01377,2.19355,1.0,3.53782,7.68421,3.45123,7.57692,68.0,0.50622,1.50345,0.0,0.0,0.66667,0.70513,1.0,0.92308,0.58333,0.87437,0.03529,0.86136,0.03894,0.94673,0.01603,0.91156,0.02975,0.92456,0.03439,0.27523,0.43578,0.66514
5.html,o-brasil-paralisado-o-que-voce-pensa-sobre-a-greve-dos-caminhoneiros,O Brasil e seus conflitos,"É de conhecimento geral que a notícia se espalha pelo Brasil inteiro, pois a manifestação está sendo falada em todo o território nacional. Com base nos conhecimentos os caminhoneiros estão reivindicando seus direitos.
Em consequência disso, vê-se a todo instante reportagens que vem a julgar a manifestação, no entanto, dizem que os caminhoneiros estao causando desordem entre a população, nota-se qeos grevistas não estão apenas manifestando para si, e sim àqueles que não tiveram coragem de sair nas ruas a declarar sua indignação. Em todos os canais há notas de esclarecimento que devido a greve, está faltando remédios em hospitais, doadores, etc. Isso é praticamente um meio de não culpar os governantes e querem pôr culpa nos caminhoneiros.
Em virtudes dos fatos mencionados, conclui-se que há uma esperança de vida melhor assim que a greve acabar.",[ 80  40  40 120  40 320],2018,0.03676,0.05147,0.56618,39.21069,0.43382,2.0,2.8961,22.66667,0.27941,3,6,136,0.10294,0.19853,0.03676,0.01471,0.0,0.0,0.02206,412667.38961,4.64991,4.71814,2404.33333,2.705,2.35517,2.92917,2.92817,5.50299,5.59926,0.64,10.02913,1306.79258,0.0,0.76892,0.07353,0.0,0.02206,0.00735,0.04412,0.00735,0.02941,0.0,0.01471,2.75,1.0,3.94118,10.32,2.86524,7.66667,44.66667,0.5191,1.30508,0.0,0.0,0.6,0.73333,1.0,1.13333,0.4,0.83318,0.04086,0.84562,0.06084,0.9362,0.00824,0.89374,0.04414,0.90113,0.0486,0.36364,0.44156,0.76623
